#1|lemma	count
ⲛⲓⲉⲫⲑⲁⲉ	4
ⲛⲧⲕⲟⲓⲃⲱⲧⲟⲥ	4
ⲥⲉⲡⲥⲱⲡⲧ	4
ϩⲁⲉⲉⲩⲉ	4
ϩⲁⲉⲟⲟⲩ	4
ϩⲉⲧⲉⲣⲁ	4
ϩⲏⲗⲓⲁⲥ	4
commentary	4
ϩⲟⲉⲓⲣⲉ	4
ϩⲟⲓⲃⲉⲥ	4
ϩⲣⲏⲭⲁⲃ	4
ϩⲣⲩⲥⲓⲥ	4
ϩⲩⲇⲣⲓⲁ	4
ϩⲩⲗⲓⲁⲥ	4
ⲥⲗⲉϭⲗⲱϭ	4
ⲡⲉⲭⲓⲙⲁⲣⲟⲥ	4
ϫⲓⲙⲏⲥⲉ	4
ϭⲁⲃϩⲏⲧ	4
ϭⲓⲛϭⲗⲱ	4
ϭⲓⲛϭⲱⲣ	4
ⲛⲉⲫⲑⲁⲗⲓⲙ	4
ⲟⲓⲕⲟⲛⲟⲙⲟⲥ	4
ⲛⲉⲥⲁⲧⲣⲁⲡⲏⲥ	4
ⲧⲁⲗⲁⲓⲡⲱⲣⲉⲓ	4
ⲥⲓⲣⲏⲛⲟⲥ	4
ⲁⲃⲓⲇⲇⲁⲣⲁ	4
ⲁⲃⲓⲙⲉⲗⲉⲕ	4
ϣⲁϣⲟⲩ	4
ϫⲁϩⲙⲉ	4
ϣⲏⲟⲩⲉ	4
ϣⲟⲗⲟⲩ	4
ϣⲟⲣⲡⲉ	4
ϩⲁⲁⲧⲉ	4
ϩⲁⲧⲏⲣ	4
ϩⲁⲧⲣⲉ	4
ϩⲏⲡⲁⲣ	4
ϩⲑⲛⲟⲥ	4
ϫⲁⲁⲛⲉ	4
ϫⲁⲧⲃⲉ	4
ϫⲛⲁⲁⲩ	4
ϭⲉⲣⲱϥ	4
ϭⲓⲛⲉⲓ	4
ⲉⲧⲃⲉ_ⲁⲛⲟⲕ	4
ⲛⲁⲃⲓⲛⲉⲉⲙ	4
ⲧⲁϫⲣⲏⲟⲩ	4
ϩⲩⲁⲕⲓⲛⲑⲓⲛⲟⲛ	4
ϭⲛⲭⲁⲣⲓⲥ	4
ⲛⲧⲏⲟⲩⲧⲛ	4
ⲗⲓⲧⲟⲩⲣⲅⲉⲓ	4
ⲉⲣϩⲙϩⲁⲗ	4
ⲥⲟⲗⲟⲙⲟⲛ	4
ⲇⲁⲛⲓⲥⲧⲏⲥ	4
ϩⲉⲃⲣⲁⲓⲁ	4
ⲡⲉⲣⲉⲓⲣⲉ	4
ⲙⲓⲛⲛⲁⲓⲟⲥ	4
ⲁⲇⲱⲛⲓⲃⲉⲍⲉⲕ	4
ⲛⲁⲑⲁⲛⲓⲁⲥ	4
ⲥⲩⲙⲃⲟⲗⲏ	4
ⲃⲉⲉⲗⲫⲉⲅⲱⲣ	4
………………………	4
ⲁϣⲧⲁⲡ	4
ⲙⲛⲧⲁⲧϣⲏⲣⲉ	4
ⲛϣⲱϫⲡ	4
ⲣϣⲃⲏⲣ	4
ⲣϣⲙⲙⲟ	4
ⲣϫⲁⲉⲓⲉ	4
ⲧϩⲓⲙⲉ	4
ⲣⲉϥϣⲓⲛⲉ	4
ⲁⲇⲓⲕⲟⲥ	4
ⲁⲇⲱⲛⲁⲓ	4
ⲣϫⲟⲟⲗⲉⲥ	4
ⲁⲣⲁⲃⲟⲥ	4
ⲁⲣⲟⲟⲩⲉ	4
ⲧϭⲁⲉⲓⲟ	4
ⲅⲁⲓⲃⲁⲗ	3
ⲅⲁⲗⲁⲁⲧ	3
ⲅⲁⲗⲅⲁⲗ	3
ⲅⲉⲇⲇⲱⲣ	3
ⲅⲏⲣⲥⲁⲙ	3
ⲇⲁⲓⲇⲁⲛ	3
ϩⲟⲃⲟⲗⲟⲥ	3
ⲇⲣⲩⲙⲟⲥ	3
ϩⲟⲙⲟⲓⲱⲥ	3
ϩⲟⲛⲟⲕⲉⲛ	3
ⲙⲛⲧⲁⲅⲁⲑⲟⲥ	3
ϩⲟⲩⲣⲱⲱϥ	3
ⲁⲣϣⲓⲛ	3
ⲉⲗϭⲱⲃ	3
ⲁⲃⲇⲱⲛ	3
ⲁⲅⲟⲣⲁ	3
ⲁⲍⲁⲏⲗ	3
ⲁⲍⲏⲕⲁ	3
ⲁⲙⲛⲱⲛ	3
ⲁⲙⲟⲩⲛ	3
ⲁⲛⲛⲱⲛ	3
ⲁⲝⲓⲟⲩ	3
ⲁⲣⲓⲏⲗ	3
ⲁⲣⲟⲏⲣ	3
ⲁⲧⲉⲧⲛ	3
ⲁⲧⲏⲡⲉ	3
ⲃⲁⲧⲟⲥ	3
ⲅⲁⲃⲉⲣ	3
ⲅⲁⲍⲉⲣ	3
ⲅⲁⲣⲉϩ	3
ⲅⲉⲥⲉⲙ	3
ⲅⲁⲙⲁⲣⲓⲁⲥ	3
ⲅⲟⲥⲟⲙ	3
ⲇⲁⲃⲓⲣ	3
ⲇⲉⲃⲱⲛ	3
ⲇⲱⲃⲓⲧ	3
ⲉⲃⲁⲧⲉ	3
ⲉⲓⲁⲁⲩ	3
ⲉⲓⲟⲣⲙ	3
ⲉⲓⲱⲣⲙ	3
ⲉⲕⲣⲟϫ	3
ⲉⲣⲏⲧⲉ	3
ⲉⲣⲙⲱⲛ	3
ⲉⲣⲣⲣⲟ	3
ⲕⲁϭⲓⲁ	3
ⲉⲥⲣⲱⲙ	3
ⲉⲧⲣⲉⲩ	3
ⲍⲁⲣⲉⲇ	3
ⲗⲟϫⲗϫ	3
ⲏⲥⲟⲩⲥ	3
ⲑⲩⲙⲟⲥ	3
ⲓⲁⲃⲏⲥ	3
ⲓⲁⲃⲟⲕ	3
ⲓⲁⲣⲓⲙ	3
ⲓⲉⲑⲉⲣ	3
ⲓⲱⲃⲏⲇ	3
ⲕⲁⲗⲉⲓ	3
ⲕⲟⲉⲓϩ	3
ⲗⲁⲕⲛⲧ	3
ⲗⲉⲙⲛⲁ	3
ⲣⲁϩⲧⲥ	3
ⲙⲉⲥⲧⲉ	3
ⲙⲏⲇⲟⲥ	3
ⲙⲟⲕϩⲧ	3
ⲙⲙⲟⲟⲩ	3
ⲙⲥⲏϥⲉ	3
ⲥⲁϩⲧⲉ	3
ⲙⲫⲏⲕⲉ	3
ⲛⲁⲇⲁⲃ	3
ⲛⲁⲑⲱⲑ	3
ⲛⲁⲭⲁⲣ	3
ⲥⲟϥⲧⲉ	3
ⲛⲉⲙⲁⲑ	3
ⲛⲓⲉⲣⲉ	3
ⲛⲟⲣⲛⲁ	3
ⲛⲣⲱⲙⲉ	3
ⲟⲩⲉϩⲙ	3
ⲟⲩⲱϩⲉ	3
ⲟⲩⲃⲏⲕ	3
ⲟⲩⲉⲓⲉ	3
ⲟⲩⲟⲩⲛ	3
ⲡⲁⲗⲓⲛ	3
ⲡⲉⲩⲱⲧ	3
ⲉⲛⲱⲭⲗⲉⲓ	3
ⲣⲁⲛⲁϣ	3
ⲣⲃⲣⲣⲉ	3
ⲣⲡⲱⲃϣ	3
ⲥⲁⲙⲁⲁ	3
ⲥⲁⲣⲁⲁ	3
ⲥⲟⲃⲉⲕ	3
ⲥⲱⲫⲓⲁ	3
ⲧⲁⲓⲃⲉ	3
ⲧⲁⲣⲉϩ	3
ⲧⲁⲣⲑⲉ	3
ⲧⲁⲣⲱⲑ	3
ⲧⲁⲥⲥⲉ	3
ⲧⲉⲗⲟⲥ	3
ⲧⲏⲏⲛⲉ	3
ⲧⲟⲉⲓⲥ	3
ⲧⲟⲩⲱⲕ	3
ⲧⲣⲩⲫⲁ	3
ⲧⲱⲃⲓⲇ	3
ⲣⲉϥⲥⲱⲃⲉ	3
ϩⲣⲟⲃⲟⲁⲙ	3
ⲍⲁⲙⲃⲣⲓ	3
ⲗⲟϥⲗⲉϥ	3
ⲛⲉϩⲣⲁⲫⲁⲉⲓⲛ	3
ⲙⲉϩϩⲙⲉ	3
ⲧⲁⲧⲥⲁⲃⲟ	3
ⲓⲕⲧⲉⲣⲟⲥ	3
ⲙⲉϭⲧⲱⲗ	3
ⲛⲁϩⲙⲉⲛ	3
ⲅⲉⲇⲥⲟⲩⲣ	3
ⲑⲓⲧⲟⲩⲱ	3
ⲥⲟⲩϫⲁϥⲧⲉ	3
ⲧⲩⲙⲡⲁⲛⲟⲛ	3
ⲁⲧⲁⲙⲁϩⲧⲉ	3
ⲓⲱⲁⲑⲁⲙ	3
ⲕⲁⲓⲣⲟⲥ	3
ⲕⲁⲛⲁⲁⲛ	3
ⲕⲁⲣⲟⲓⲁ	3
ⲟⲩϩⲟⲟⲣ	3
ⲕⲟⲡⲣⲓⲁ	3
ⲧⲉⲧⲛⲉⲥⲱ	3
ϫⲓϫⲉⲉⲩⲉ	3
ⲙⲁⲕⲁⲣⲓⲟⲥ	3
ϩⲏⲅⲟⲩⲙⲉⲛⲟⲥ	3
ⲗⲟⲉⲓϩⲉ	3
ⲓⲟⲩⲇⲉⲓⲛ	3
ⲙⲁⲙⲃⲣⲏ	3
ⲣⲣϩⲟⲧⲉ	3
ⲙⲛⲧϩⲁϩ	3
ⲙⲛⲧϩⲏⲧ	3
ⲙⲓⲛⲑⲟⲥ	3
ⲙⲓⲥⲑⲟⲩ	3
ⲙⲛⲧⲟⲩⲉ	3
ⲙⲫⲟⲅⲱⲣ	3
ⲛⲁⲁⲣⲉϩ	3
ⲛⲁⲍⲁⲏⲗ	3
ⲛⲁⲓⲗⲁⲙ	3
ⲛⲁⲓⲗⲓⲙ	3
ⲛⲁⲙⲙⲁⲛ	3
ⲛⲁⲙⲛⲱⲛ	3
ⲛⲁⲣⲇⲟⲥ	3
ⲛⲁⲣⲓⲏⲗ	3
ⲙⲉⲥϩⲛⲏⲓ	3
ⲛⲓⲁⲃⲏⲥ	3
ⲛⲥⲁⲗⲱⲙ	3
ⲕⲁⲧⲁⲗⲁⲗⲉⲓ	3
ⲣⲉϥⲁⲓⲥⲑⲁⲛⲉ	3
ⲕⲟⲗⲗⲩⲣⲓⲟⲛ	3
ⲟⲩⲟⲥⲧⲛ	3
ⲟⲩⲟⲩⲛⲅ	3
ⲅⲟⲑⲟⲛⲓⲏⲗ	3
ⲃⲏⲣⲟⲑⲉⲟⲥ	3
ⲡⲉⲇⲉⲩⲉ	3
ⲡⲉⲇⲓⲛⲏ	3
ϯⲕⲁⲡⲛⲟⲥ	3
ϯⲕⲁⲣⲡⲟⲥ	3
ⲡⲙⲉⲉⲩⲉ	3
ⲡⲣⲉⲡⲉⲓ	3
ⲡⲩⲝⲓⲟⲛ	3
ⲛⲉϫⲥⲟⲟⲧⲉ	3
ⲣⲙⲛⲣⲁⲧ	3
ⲣⲙⲛⲥⲃⲱ	3
ⲣⲟⲩⲏⲏⲃ	3
ⲣⲟⲩⲧⲃⲁ	3
ⲥⲉⲗⲗⲏⲙ	3
ⲥⲓⲕⲓⲣⲁ	3
ⲥⲛⲟⲟⲩⲥ	3
ⲥⲟⲙⲛⲁⲥ	3
ⲥⲟⲩⲫⲓⲣ	3
ⲥⲥⲁⲭⲁⲣ	3
ⲥⲩⲙⲟⲱⲛ	3
ⲧⲉⲗϯⲗⲉ	3
ⲧⲁⲣⲁⲃⲁ	3
ⲧⲉⲗⲓⲟⲥ	3
ⲧⲏⲩⲧⲉⲛ	3
joshua	3
ⲧⲟⲕⲙⲉⲥ	3
ⲧⲟⲩⲣⲏⲥ	3
ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ	3
ⲓⲱⲥⲁⲫⲁⲧ	3
ⲓⲱⲥⲉⲓⲁⲥ	3
ⲃⲃⲉⲛⲓⲁⲙⲉⲓⲛ	3
ⲛⲛⲁⲗⲗⲟⲫⲩⲗⲗⲟⲥ	3
ϯⲡⲉϥⲟⲩⲟⲓ	3
ⲕⲁⲧⲁϩⲣⲁⲕⲧⲏⲥ	3
ⲭⲁⲙⲁⲁⲙ	3
ⲭⲁⲣⲧⲏⲥ	3
ⲭⲉⲃⲣⲟⲛ	3
ⲙⲛⲧϣⲙⲏⲛ	3
ⲙⲛⲧϣⲙⲙⲟ	3
ⲣⲉϥⲣⲟⲩⲟⲉⲓⲛ	3
ⲭⲗⲁⲙⲩⲥ	3
ⲭⲟⲣⲉⲩⲉ	3
ⲧⲣⲟⲩⲑⲟⲥ	3
ⲡⲁⲣⲁⲙⲃⲟⲗⲏ	3
ⲡⲁⲣⲁⲛⲟⲙⲓⲁ	3
ⲁⲓⲭⲙⲁⲗⲱⲧⲉⲩⲉ	3
ⲡⲉⲑⲁⲓⲙⲁⲛⲓⲧⲏⲥ	3
ⲙⲛⲧⲕⲣⲟϥ	3
ⲙⲛⲧⲭⲏⲣⲁ	3
ⲭⲉⲛⲉⲣⲉⲑ	3
ϫⲓⲣⲉⲙⲏⲧ	3
ϩⲩⲁⲕⲓⲛⲑⲟⲥ	3
ⲁⲛⲁⲛⲓⲁⲥ	3
ⲙⲉϩⲥⲁϣϥⲉ	3
ⲣⲉϥⲡⲉⲣⲉⲣⲁⲥⲟⲩ	3
ⲣⲉϥⲛⲟⲩϭⲥ	3
ⲙⲛⲉⲫⲣⲁⲓⲙ	3
ⲣⲟⲙⲡⲉⲛⲉ	3
ⲥⲩⲛⲧⲉⲗⲉⲓⲁ	3
ⲉⲓⲣⲁⲥⲙⲟⲥ	3
ⲇⲁⲍⲱⲧⲟⲥ	3
ⲟⲇⲟⲗⲗⲁⲙ	3
ϩⲩⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ	3
ⲡⲣⲟⲫⲏⲧⲓⲁ	3
ⲁⲭⲓⲧⲟⲫⲉⲗ	3
ⲛⲁϣⲧⲙⲁⲕϩ	3
,	3
ϫⲡ	3
ϯⲉ	3
ⲉϩ	3
ⲛϫ	3
ⲥϥ	3
ⲃⲉ	3
ⲅⲉ	3
ⲓⲉ	3
ⲓⲏ	3
ⲕⲣ	3
ⲗⲁ	3
ⲣⲛ	3
oⲩⲁ	3
ϩⲙϫ	3
ϭⲱϭ	3
ϣⲛⲁ	3
ϩⲁⲙ	3
ϩⲃⲥ	3
ϩⲛⲧ	3
ϫⲁⲕ	3
ϫⲁⲥ	3
ϫⲏⲣ	3
ϫⲟⲧ	3
ϫⲡⲓ	3
ϭⲣⲏ	3
ϭⲱⲧ	3
lost	3
ⲡϩⲟ	3
ⲁⲏⲣ	3
ⲁⲛⲁ	3
ⲃⲏⲗ	3
ⲇⲱⲙ	3
ⲉⲥⲉ	3
ⲉⲧⲣ	3
ⲟⲛϣ	3
ⲡⲉϩ	3
ⲗⲟⲕ	3
ⲣⲉϩ	3
ⲙⲉⲧ	3
ⲣⲱϣ	3
ⲙⲙⲁ	3
ⲙⲙⲓ	3
ⲙⲡⲓ	3
ⲙⲡ⳪	3
ⲛⲏⲩ	3
ⲛⲛⲁ	3
ⲧⲉϭ	3
ⲟⲩⲙ	3
ⲡⲏⲛ	3
ⲡⲓⲱ	3
ⲡⲛⲏ	3
ⲡⲣⲱ	3
ⲣⲙⲏ	3
ⲣⲱⲛ	3
ⲥⲁⲛ	3
ⲥⲏⲙ	3
ⲥⲟⲓ	3
ⲧⲁⲛ	3
ⲧⲉⲣ	3
ⲧⲟⲉ	3
ⲧⲥⲁ	3
ⲧⲱⲥ	3
ⲭⲉⲙ	3
ⲱⲉⲓ	3
ϣϩⲣⲉ	3
ϣⲉϫⲡ	3
ϩⲁϭⲉ	3
ϩⲱϫⲡ	3
ϭⲃϣⲁ	3
ϣⲙⲙⲱ	3
ϣⲟⲛⲧ	3
ϣⲟⲥⲙ	3
ϯϩⲣⲟⲟⲩ	3
ϥⲧⲟⲩ	3
ϩⲁⲣⲁ	3
ϩⲁⲥⲧ	3
ϩⲓⲛⲉ	3
ϩⲙⲉⲛ	3
ϩⲟⲃⲥ	3
ϩⲟⲟⲕ	3
ϩⲣⲏⲧ	3
ϩⲣⲓⲙ	3
ϩⲱⲣⲃ	3
ϩⲱⲱⲕ	3
ϫⲓⲣⲱ	3
ϭⲱⲗϫ	3
ϯⲕⲱϩ	3
ϯⲟⲥⲉ	3
ⲕⲁⲣⲟⲩⲭⲓⲟⲛ	3
ⲣⲉϥⲣⲡⲉⲧϩⲟⲟⲩ	3
ⲙⲡⲣⲉⲡⲓⲑⲩⲙⲓ	3
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ	3
ⲇⲓⲁⲃⲁⲗⲉ	3
ϣⲣϩⲟⲟⲩⲧ	3
ⲛⲉⲓⲉⲫⲟⲛⲏ	3
ϭⲉⲗϭⲱⲗⲟⲩ	3
ⲉϭⲱϣ	3
ⲣϩⲁⲉ	3
ⲥϣⲛⲉ	3
ⲁⲃⲉⲗ	3
ⲁⲇⲁⲃ	3
ⲁⲣⲏⲩ	3
ⲁⲣⲓⲙ	3
ⲁⲧⲁⲁ	3
ⲁⲩⲁⲑ	3
ⲃⲉⲱⲣ	3
ⲃⲗⲗⲁ	3
ⲅⲏⲣⲁ	3
ⲉⲛⲱⲭ	3
ⲉⲧⲉⲣ	3
ⲉⲧⲉⲧ	3
ⲉⲧⲟⲧ	3
ⲙⲏϣⲉ	3
ⲛⲉϣⲁ	3
ⲓⲱⲣϩ	3
ⲓⲱⲁⲥ	3
ⲕⲉⲣⲁ	3
ⲕⲏⲣⲁ	3
ⲕⲗⲗⲉ	3
ⲡⲁϩⲟ	3
ⲕⲩⲛⲏ	3
ⲗⲁⲁⲙ	3
ⲗⲁⲕⲙ	3
ⲙⲛⲧϥ	3
ⲣⲱϩⲉ	3
ⲙⲙⲁⲛ	3
ⲙⲙⲟⲥ	3
ⲙⲟⲟⲛ	3
ⲙⲡⲟⲩ	3
ⲛⲉⲓϥ	3
ⲥⲟϣⲧ	3
ⲛⲓⲛⲉ	3
ⲛⲥⲁϣ	3
ⲧⲁϫⲓ	3
ⲧⲁϫⲟ	3
ⲧⲁϭⲥ	3
ⲛⲧⲁⲡ	3
ⲟⲩⲉⲛ	3
ⲟⲫⲉⲣ	3
ⲟⲫⲛⲓ	3
ⲡⲉⲥϩ	3
ⲡⲉⲁⲣ	3
ⲡⲉⲣⲉ	3
ⲡⲧⲁⲡ	3
ⲣⲃⲟⲕ	3
ⲣⲉⲕⲧ	3
ⲣⲱⲭϩ	3
ⲥⲉⲛⲁ	3
ⲥⲉⲧⲙ	3
ⲥⲓⲗⲱ	3
ⲥⲟⲗⲡ	3
ⲥⲱⲧϥ	3
ⲥⲱⲛⲅ	3
ⲧⲁⲥⲉ	3
ⲧⲁⲧⲙ	3
ⲧⲉⲛⲧ	3
ⲧⲉⲧⲉ	3
ⲧⲙⲉϣ	3
ⲧⲏⲟⲩ	3
ⲧⲗⲟⲙ	3
ⲧⲱⲕⲥ	3
ⲧⲱⲗⲥ	3
ⲉⲗⲁⲭⲓⲥⲧⲟⲥ	3
ⲥⲫⲉⲛⲇⲟⲛⲏ	3
ⲟⲩⲁϩⲙⲉϥ	3
ⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ	3
ⲃⲁⲑⲟⲩⲏⲗ	3
ⲃⲁⲓⲑⲁⲣⲁ	3
ⲙⲛⲧⲙⲉⲧⲣⲉ	3
ⲧⲉⲭⲛⲓⲧⲏⲥ	3
ⲃⲁⲟⲩⲣⲓⲙ	3
ⲑⲉⲣⲁⲡⲉⲩⲉ	3
ⲁⲛⲁⲃⲁⲧⲏⲥ	3
ϩⲣϣⲓⲡⲉ	3
ϫⲓϥⲟϭⲥ	3
ϫⲓϫⲛⲓⲧ	3
ϭⲛϩⲙⲟⲧ	3
ϣⲟⲟϭⲉϥ	3
ϣⲙⲛⲧϣⲉ	3
ϣⲙⲟⲩⲛⲉ	3
ϣⲛⲉⲓⲱⲧ	3
ⲛⲏⲣⲉⲓⲁⲥ	3
ⲃⲉⲣⲥⲁⲃⲉ	3
ⲗⲁⲙϫⲁⲧⲡ	3
ⲛⲉⲣⲥⲟⲟⲩⲉ	3
ϩⲁⲗⲟⲩⲥ	3
ϩⲉⲗⲗⲏⲛ	3
ϩⲉⲣⲙⲱⲛ	3
ϩⲗⲟⲟⲗⲉ	3
ϩⲛⲁⲕⲓⲙ	3
ϩⲣⲉⲥⲫⲁ	3
ϩⲣⲱⲅⲏⲗ	3
ⲙⲛⲧϣⲁⲛϩⲧⲏ	3
ⲡⲟⲫⲉⲗⲉⲑⲓ	3
ⲙⲛⲧⲙⲁⲓϣⲓⲃⲉ	3
ⲁⲇⲣⲁⲁⲍⲁⲣ	3
ϫⲉⲕϫⲓⲕ	3
ϫⲁⲓⲟϩⲥ	3
ϭⲁⲗⲁϩⲧ	3
ϭⲓⲛⲩⲣⲁ	3
ⲗⲁⲩⲑⲙⲱⲛ	3
ⲛⲓⲉⲃⲟⲩⲥⲑⲉ	3
ϭⲓⲇⲁⲣⲓⲥ	3
ⲧϩⲉⲗⲡⲓⲥ	3
ⲕⲩⲙⲃⲁⲗⲟⲛ	3
ϣⲙϣⲓⲧ	3
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ	3
ϩⲁϩⲧⲉ	3
ϫⲁϩϫϩ	3
ϫⲓϩⲣⲁ	3
ϫⲓϩⲱⲛ	3
ϣⲉⲛϥⲉ	3
ϣⲁⲛⲟⲩ	3
ϣⲟⲧϣⲧ	3
ϣⲙⲟⲩⲓ	3
ϣⲧⲙⲙⲉ	3
ϣⲱⲙⲛⲧ	3
ϥⲁⲣⲉϩ	3
ϩⲁⲉⲟⲩ	3
ϩⲉⲣⲙⲁ	3
ϩⲏⲏⲛⲉ	3
ϩⲟⲛⲃⲉ	3
ϩⲟⲣⲙⲏ	3
ϩⲣⲁⲫⲁ	3
ϩⲣⲏⲩⲉ	3
ϩⲩⲡⲁⲣ	3
ϫⲁⲧⲙⲉ	3
ϫⲉⲉⲣⲉ	3
ϫⲓⲏⲡⲉ	3
ϫⲓⲛⲧⲁ	3
ϫⲟⲕϫⲕ	3
ϭⲁⲁϫⲉ	3
ϭⲣⲏϭⲉ	3
ϭⲟⲱⲩϭ	3
ϯⲕⲙⲙⲉ	3
ϯⲟⲩⲟⲓ	3
ⲧⲉⲣⲉⲃⲓⲛⲑⲟⲥ	3
ⲙⲙⲉⲙⲫⲓⲃⲟⲥⲑⲉ	3
ⲥⲛⲟⲟⲩⲥⲉ	3
ϩⲁⲙⲕⲗⲗⲉ	3
ϩⲁⲙⲛⲟⲩⲃ	3
ϩⲁⲡⲉⲥⲏⲧ	3
ⲑⲁⲙⲛⲁⲥⲁⲭⲁⲣ	3
ⲁⲃⲇⲉⲙⲉⲗⲉⲭ	3
ⲃⲣⲟⲩⲭⲟⲥ	3
ⲥⲡⲁⲧⲁⲗⲁ	3
ⲑⲁⲓⲙⲁⲛⲱⲛ	3
ⲡⲉⲣⲓⲥⲡⲁ	3
ⲫⲁⲛⲟⲩⲏⲗ	3
ⲡⲁⲣⲣⲏⲥⲓⲁⲍⲉ	3
ⲙⲉϩϣⲟⲙⲧ	3
ϭⲓⲛⲙⲟⲟϣⲉ	3
ϭⲓⲛⲟⲩⲟⲟⲙ	3
ⲃⲁϣⲟⲩⲣ	3
ⲙⲛⲧⲁⲧϣⲓⲡⲉ	3
ⲉϩⲟⲩⲉⲣⲟⲟⲩ	3
ⲛϩⲣⲁⲓ	3
ⲡϩⲏⲕⲉ	3
ⲣϫⲁϫⲉ	3
ⲣϣⲏⲃⲉ	3
ⲣϩⲙⲙⲉ	3
ⲛⲓⲉⲣⲓⲙⲟⲩⲑ	3
ⲁⲣⲭⲓⲙⲁⲅⲓⲣⲟⲥ	3
ⲣⲉϥϣⲟⲡⲛ	3
ⲣⲉϥϭⲉⲡⲏ	3
ⲁⲃⲉⲥⲥⲁ	3
ⲁⲓⲧⲏⲙⲁ	3
ⲙⲉϩⲉⲓⲁⲧ	3
ⲁⲛⲉⲓⲛⲉ	3
ⲥϭⲣⲉϩⲧ	3
ⲁⲡⲁⲛⲧⲁ	3
ⲕⲉⲛⲉⲍⲁⲓⲟⲥ	3
ⲧⲉⲑⲁⲗⲗⲁⲥⲥⲁ	3
ⲃⲁⲗⲇⲁⲇ	3
ⲃⲁⲗⲗⲁⲗ	3
ⲡⲣⲟϩⲟⲙⲓⲟⲛ	3
ⲃⲗⲃⲓⲗⲉ	3
ⲥⲙⲛⲛⲟⲙⲟⲥ	3
ⲉⲗⲉⲗϩⲙϫ	2
ⲅⲁⲃⲁⲁⲣ	2
ⲅⲁⲃⲁⲏⲗ	2
ⲅⲁⲇⲇⲉⲓ	2
ⲅⲁⲩⲗⲱⲛ	2
ⲅⲉⲗⲙⲱⲛ	2
ⲥⲁⲗⲁⲑⲓⲏⲗ	2
ⲛⲁⲟⲙⲕⲛⲉⲛ	2
ⲉⲗⲓⲉⲍⲉⲣ	2
ⲙⲙⲉⲣⲁⲣⲉⲓ	2
ⲇⲁⲓⲃⲱⲛ	2
ⲇⲁⲣⲓⲟⲥ	2
ⲇⲁⲫⲁⲅⲁ	2
ⲇⲉⲃⲁⲑⲁ	2
ⲙⲁⲅⲉⲓⲣⲟⲥ	2
ⲙⲁⲅⲉⲗⲗⲁⲑ	2
ϣⲟⲩⲉⲉⲣⲱⲧⲉ	2
ⲧⲉϣⲟⲩⲱⲃⲉ	2
ⲡⲟⲗⲏⲙⲟⲥ	2
ⲡⲟⲛⲉⲣⲟⲥ	2
ⲧⲟⲗⲙⲏⲣⲟⲥ	2
ⲕⲱϩⲧⲙⲟⲩϩ	2
ⲓⲏⲥⲥⲟⲩⲥ	2
ⲇⲱⲃⲓⲁⲥ	2
ⲥⲧⲣⲁⲧⲉⲩⲙⲁ	2
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ	2
ⲣⲉϥϯⲕⲁⲣⲡⲟⲥ	2
ⲉⲛϣⲟⲧ	2
ⲉⲓⲁⲁⲃⲉ	2
ⲉⲓⲁⲁⲧⲉ	2
ⲁⲅⲁⲑⲏ	2
ⲁⲓⲗⲱⲙ	2
ⲁⲙⲏⲉⲓ	2
ⲁⲛⲧⲁϣ	2
ⲉⲓⲟⲟⲩⲉ	2
ⲁⲣⲁⲃⲁ	2
ⲁⲣⲛⲱⲛ	2
ⲁⲧⲃⲁⲗ	2
ⲁⲧⲃⲉⲥ	2
ⲉⲓⲥⲟⲧⲡ	2
ⲁⲧⲱⲗⲙ	2
ⲁⲩⲉⲓⲛ	2
ⲁⲭⲓⲛⲁ	2
ⲃⲁⲁⲛⲁ	2
ⲃⲁⲓⲱⲛ	2
ⲃⲁⲙⲡⲉ	2
ⲃⲁⲥⲛϭ	2
ⲃⲉⲍⲉⲕ	2
