#1|lemma	count
ⲥⲉⲗⲓⲥ	1
ⲥⲉⲗⲗⲁ	1
ⲥⲉⲗⲱⲙ	1
ⲥⲉⲥⲏⲕ	1
ⲥⲉⲱⲣϣ	1
ⲥⲉⲫⲉⲕ	1
ⲥⲉⲫⲓⲣ	1
ⲥⲉⲭⲓⲣ	1
ⲥⲉⲱⲗⲁ	1
ⲥⲏⲅⲱⲣ	1
ⲥⲑⲁⲙⲁ	1
ⲥⲓⲁⲣⲁ	1
ⲥⲓⲃⲓⲧ	1
ⲥⲓⲇⲱⲑ	1
ⲥⲓⲙⲱⲑ	1
ⲥⲓⲙⲱⲛ	1
ⲥⲓⲣⲱⲑ	1
ⲥⲓⲧⲓⲥ	1
ⲥⲕⲏⲡⲏ	1
ⲥⲙⲏⲗⲉ	1
ⲥⲙⲏⲧⲉ	1
ⲥⲙⲛⲧⲉ	1
ⲥⲙⲟⲛⲧ	1
ⲥⲛⲏⲩⲁ	1
ⲥⲟⲃⲁϩ	1
ⲥⲟⲗⲡⲥ	1
ⲥⲟⲙⲥⲧ	1
ⲥⲟⲙⲧⲥ	1
ⲥⲟⲛⲧⲧ	1
ⲥⲟⲩⲁϣ	1
ⲥⲟⲩⲁϩ	1
ⲥⲟⲩⲛϩ	1
ⲥⲟⲟⲩⲉ	1
ⲥⲟⲡⲧⲥ	1
ⲥⲟⲣⲉⲙ	1
ⲥⲟⲣⲙⲉ	1
ⲥⲟⲩⲁⲛ	1
ⲥⲟⲩⲉⲛ	1
ⲥⲟⲩⲣⲉ	1
ⲥⲟⲩⲥⲓ	1
ⲥⲟⲩⲱⲙ	1
ⲥⲟⲭⲟⲑ	1
ⲥⲟⲭⲱⲑ	1
ⲥⲣⲓⲏⲗ	1
ⲥⲥⲏⲙⲁ	1
ⲥⲧⲙⲏⲧ	1
ⲥⲧⲙⲟⲓ	1
ⲥⲧⲟⲟⲩ	1
ⲥⲭⲏⲙⲁ	1
ⲥⲱⲃⲏⲥ	1
ⲥⲱⲃⲱⲑ	1
ⲥⲱⲅⲁⲣ	1
ⲥⲱⲗⲟⲩ	1
ⲥⲱⲙⲁⲛ	1
ⲥⲱⲙⲓⲛ	1
ⲥⲱⲟⲟⲩ	1
ⲥⲱⲣⲱⲛ	1
ⲥⲱⲧⲉⲙ	1
ⲥⲱⲫⲟⲥ	1
ⲧⲁⲙϣⲟ	1
ⲧⲁⲟϫⲛ	1
ⲧⲉⲕϭⲟ	1
ⲧⲉⲗϩⲗ	1
ⲛⲁⲥⲁⲛⲟⲩϣ	1
ⲧⲁⲁⲙⲉ	1
ⲧⲁⲕⲧⲟ	1
ⲧⲁⲗⲁⲓ	1
ⲧⲁⲣⲁϩ	1
ⲧⲁⲡⲏⲩ	1
ⲧⲁⲣⲁⲑ	1
ⲧⲁⲣⲉⲣ	1
ⲧⲁⲣⲕⲉ	1
ⲧⲁⲣⲧⲏ	1
ⲧⲁⲩⲉⲛ	1
ⲧⲁⲫⲉⲧ	1
ⲧⲃⲥⲟⲩ	1
ⲧⲉⲉⲣⲉ	1
ⲧⲉⲓⲙⲉ	1
ⲧⲉⲕⲉⲗ	1
ⲧⲉⲗⲗⲁ	1
ⲧⲉⲙⲉⲓ	1
ⲧⲉⲙⲡⲁ	1
ⲧⲉⲣⲟⲩ	1
ⲧⲉⲣⲧⲣ	1
ⲧⲉⲥⲙⲛ	1
ⲧⲉⲧⲉⲕ	1
ⲧⲉⲭⲛⲏ	1
ⲧⲙⲉϩϯ	1
ⲧⲙⲁϩⲉ	1
ⲧⲏⲏⲡⲉ	1
ⲧⲏⲗⲏⲗ	1
ⲧⲏⲣⲉϥ	1
ⲧⲏⲣⲧⲛ	1
ⲧⲟⲃϩⲕ	1
ⲧⲟⲩϣⲏ	1
ⲥⲟⲣⲓⲛⲱⲛⲁⲉⲓⲙ	1
ⲧⲗⲧⲓⲗ	1
ⲧⲗⲩⲡⲓ	1
ⲧⲣⲉϥⲣ	1
ⲧⲙⲁⲓⲉ	1
ⲧⲙⲛⲧⲉ	1
ⲧⲛⲛⲉⲩ	1
ⲧⲛⲛⲏⲩ	1
ⲧⲛⲧⲉϭ	1
ⲧⲟⲕⲥⲉ	1
ⲧⲟⲗⲙⲁ	1
ⲧⲟⲗⲙⲏ	1
ⲧⲟⲙⲉⲥ	1
ⲧⲟⲙⲛⲧ	1
ⲧⲟⲙⲟⲥ	1
ⲧⲟⲩⲏϩ	1
ⲧⲟⲟⲃⲉ	1
ⲧⲟⲟⲕⲕ	1
ⲧⲟⲟⲗⲏ	1
ⲧⲟⲩⲏⲧ	1
ⲧⲟⲩⲓⲟ	1
ⲧⲟⲩⲛⲟ	1
ⲧⲟⲫⲟⲗ	1
ⲧⲡⲉⲙⲛ	1
ⲧⲣⲏⲫⲁ	1
ⲧⲥⲅⲕⲉ	1
ⲧⲥⲓⲏⲩ	1
ⲧⲥⲟⲃⲉ	1
ⲧⲱⲃⲓⲧ	1
ⲧⲱⲉⲓⲣ	1
ⲧⲱⲙⲉⲥ	1
ⲧⲱⲛⲟⲩ	1
ⲩⲁⲣⲉϩ	1
ⲩⲑⲙⲕⲟ	1
ⲩⲛⲟⲩⲧ	1
ⲩⲟⲙⲟⲩ	1
ⲩⲥⲉⲧⲙ	1
ⲫⲁⲅⲟⲥ	1
ⲫⲁⲅⲱⲣ	1
ⲫⲁⲕⲉⲉ	1
ⲫⲁⲗⲧⲓ	1
ⲫⲁⲣⲉⲙ	1
ⲫⲁⲣⲙⲁ	1
ⲫⲁⲥⲅⲁ	1
ⲫⲁⲥⲕⲁ	1
ⲫⲉⲅⲉⲑ	1
ⲫⲉⲧⲣⲁ	1
ⲫⲏⲧⲏⲥ	1
ⲫⲓⲕⲟⲗ	1
ⲫⲓⲗⲱⲛ	1
ⲫⲓⲛⲏⲃ	1
ⲫⲓⲛⲱⲛ	1
ⲕⲙϣⲛⲉⲕ	1
ⲫⲗⲁⲍⲱ	1
ⲫⲣⲁⲑⲁ	1
ⲡⲣⲁⲕⲧⲱⲣ	1
ⲭⲁⲁⲗⲁ	1
ⲭⲁⲃⲣⲁ	1
ⲭⲁⲗⲏⲃ	1
ⲭⲁⲗⲓⲝ	1
ⲭⲁⲗⲟⲩ	1
ⲭⲁⲙⲱⲥ	1
ⲭⲁⲣⲣⲓ	1
ⲭⲉⲗⲑⲓ	1
ⲭⲉⲗⲗⲁ	1
ⲭⲉⲣⲉⲑ	1
ⲭⲓⲙⲁⲛ	1
ⲭⲓⲛⲁⲁ	1
ⲭⲓⲣⲁⲙ	1
ⲭⲙⲁⲭⲁ	1
ⲭⲟⲃⲱⲣ	1
ⲭⲟⲣⲇⲁ	1
ⲭⲟⲣⲧⲏ	1
ⲭⲟⲥⲟⲃ	1
ⲯⲁⲗⲗⲓ	1
ⲯⲩⲭⲏ…	1
ⲯⲱⲙⲟⲥ	1
ⲱⲉⲕⲱⲧ	1
ⲱⲗⲕϣⲁ	1
ⲉⲧⲟϭⲛⲉⲕ	1
ϩⲩⲡⲟⲇⲩⲧⲏⲥ	1
ⲉⲧⲣϩⲣⲱϩ	1
ⲉⲧϣⲟⲩⲉⲓⲧ	1
ⲣⲉϥⲁⲣⲉϩ	1
ⲣⲉϥⲥⲣϥⲉ	1
ⲣⲉϥⲣⲡⲉⲧ	1
ⲣⲉϥⲥⲕⲁⲓ	1
ⲣⲉϥⲧⲁⲕⲟ	1
ⲣⲉϥⲧⲱⲃϩ	1
ϩⲣⲁⲙⲉⲥⲏ	1
ϩⲣⲁⲙⲛⲱⲛ	1
ϩⲣⲁⲫⲁⲏⲗ	1
ϣⲱⲛⲉⲁⲗⲗⲁ	1
ϥϣⲁⲙⲛⲧⲥⲁⲃⲉ	1
ⲡⲣⲟⲛⲉⲓⲁ	1
ⲡⲣⲟⲩⲱⲗⲥ	1
ϩⲩⲡⲟⲡⲧⲉⲩⲉ	1
ϩⲣⲏⲙⲙⲱⲛ	1
ⲕⲁⲣⲓⲁⲑⲁⲃⲟⲕ	1
ϩⲣⲏⲭⲁⲁⲃ	1
ⲡⲣⲫⲏⲧⲏⲥ	1
ϩⲣⲟⲩϫⲉⲃ	1
ⲗⲉϫⲗⲱϫ	1
ϣⲃⲣϣⲉⲗⲉⲉⲧ	1
ϩⲣⲟⲟⲩⲁϥ	1
ϩⲣⲟⲩⲃⲓⲛ	1
ϩⲛⲭⲁⲃⲟⲛⲏ	1
ⲕⲁⲣⲓⲁⲥⲱⲫⲁⲣ	1
ⲍⲁⲫⲱⲓⲛ	1
ⲗⲟϭⲗⲉϭ	1
ⲣⲉⲕⲧⲧⲏⲩⲧⲛ	1
ⲡⲉⲩⲫⲣⲁⲧⲏⲥ	1
ⲧⲁⲍⲱⲇⲱⲥ	1
ⲧⲁⲍⲱⲧⲟⲥ	1
ⲛⲁⲗⲗⲱⲫⲩⲗⲟⲥ	1
ⲧⲁⲓⲉⲫⲱⲃ	1
ⲡⲥⲓⲕⲩⲣⲁ	1
ⲙⲏⲛⲓⲥⲕⲟⲥ	1
ⲉⲃⲟⲗuntranscribed	1
ⲧⲁⲕⲟⲟⲩⲉ	1
ⲛⲁⲧⲛⲛⲟⲟⲩ	1
ⲧⲁⲗⲟⲩⲓⲁ	1
ⲧⲉϩⲣⲩⲥⲓⲥ	1
ⲧⲁⲙⲛⲧϣⲣ	1
ⲧⲁⲟⲩⲉϣⲃ	1
ⲧⲁⲟⲩⲏⲣⲉ	1
ⲧⲁⲡⲟⲩⲱϣ	1
ⲧⲁⲣⲁⲃⲓⲁ	1
ⲉⲙⲙⲁⲛⲟⲩⲏⲗ	1
ϩⲉⲃⲥⲟⲟⲩⲉ	1
ⲙⲉϩϣⲙⲧ	1
ⲧⲁⲥⲏⲇⲱⲑ	1
ⲥⲩⲛϩⲩⲥⲧⲁ	1
ⲧⲁⲧⲟⲩⲟⲕ	1
ⲡⲉϩⲑⲁⲗⲁⲥⲥⲁ	1
ⲡⲁⲍⲱⲛⲁⲓⲟⲥ	1
ⲧⲁⲫⲟⲣⲙⲏ	1
ϯⲁⲕⲣⲓⲛⲉ	1
ⲡⲉⲭⲁⲗⲁⲧⲣⲓⲟⲛ	1
ⲙⲉϩⲙⲁⲃ	1
ⲙⲉϩⲙⲏⲧ	1
ⲙⲉϩⲛⲉⲛ	1
ⲓⲉⲡⲉⲑⲉⲙⲉⲓ	1
ⲟⲩⲁϩⲥⲁϩⲛⲉ	1
ⲣⲙⲉⲡⲟⲟⲩⲉ	1
ⲁⲕⲣⲟⲃⲩⲥϯⲁ	1
ⲙⲓϣⲉⲙⲛ	1
ⲙⲛⲧⲣⲉⲉⲧⲛϩⲟⲧ	1
ϫⲉⲡⲉⲛⲓⲡⲉ	1
ⲧⲁϣⲉⲙⲛⲧⲥⲁⲃⲉ	1
ⲍⲱⲅⲣⲁⲫⲉⲓ	1
ⲉⲡⲓⲃⲉⲙⲁ	1
ⲏⲗⲏⲉⲓⲛ	1
ϩⲟⲗⲟⲕⲁⲩⲧⲱⲥⲓⲥ	1
ⲉⲝⲟⲙⲟⲗⲟⲅⲏⲥⲉⲓⲥ	1
ⲛⲉϩϣⲗϥ	1
ⲛⲉϭϩⲁⲓ	1
ⲫⲉⲣⲁⲓⲍⲁⲓⲟⲥ	1
ⲛⲁϣⲁⲁⲧ	1
ⲛⲁϩⲗⲟϭ	1
ⲛⲁϩⲣⲏⲛ	1
ⲛⲁϩⲱⲱⲣ	1
ⲧⲉⲭⲁⲗⲁⲥⲍⲁ	1
ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲉⲓⲧⲏⲥ	1
ⲃⲁⲃⲉⲣⲱⲙⲉ	1
ϩⲙϩⲁⲗⲡⲉⲕ	1
ⲓⲉⲥⲥⲉⲙⲟⲩⲛ	1
ⲕⲉⲉⲙⲡⲗⲁϩ	1
ⲁⲅⲁⲣⲅⲁⲥⲛⲁⲥⲉⲣ	1
ⲛⲉϣⲁⲣⲉ	1
ⲛⲉϩⲓⲃⲱ	1
ⲛⲉϩⲟⲟⲧ	1
ⲛⲉϫⲏⲟⲩ	1
ⲛⲉϫⲧⲁϥ	1
ⲛⲉϫⲧⲁⲡ	1
ⲛⲉϫⲧⲉⲥ	1
ⲥⲁⲡⲡⲓⲣⲟⲥ	1
ϩⲣⲁⲫⲓⲇⲉⲓⲛ	1
ⲉⲧⲣⲩⲫⲉⲣⲟⲛ	1
ⲕⲣⲓⲧⲏⲣⲓⲟⲛ	1
ⲑⲉⲣϣⲁⲓ	1
ⲑⲁⲃⲁⲣⲁ	1
ⲑⲁⲓⲑⲱⲙ	1
ⲑⲁⲗⲁⲓⲁ	1
ⲑⲁⲗⲁⲥⲁ	1
ⲑⲁⲗⲉⲓⲙ	1
ⲑⲁⲗⲡⲉⲓ	1
ⲑⲁⲥⲓⲣⲓ	1
ⲧⲟⲡⲁⲇⲓⲟⲛ	1
ⲑⲉⲗⲗⲁⲥ	1
ⲑⲉⲛⲉⲙⲉ	1
ⲑⲉⲣⲁⲁⲛ	1
ⲉⲣⲉⲅⲙⲟⲥ	1
ⲅⲉⲇⲱⲛⲓⲁ	1
ⲉⲣⲉⲥⲟⲟⲩ	1
ⲑⲏⲣⲓⲱⲛ	1
ⲫⲟⲓⲛⲏⲕⲏ	1
ⲉⲣⲏⲩⲁⲩⲱ	1
ⲥⲁⲣⲅⲁⲣⲓⲙ	1
ⲅⲉⲑⲁⲓⲟⲥ	1
ⲑⲓⲗⲏⲙⲛ	1
ⲑⲓⲙⲉⲧⲉ	1
ⲅⲉⲓⲁⲣⲁⲧ	1
ⲙⲛⲧⲁⲧⲥⲉⲃⲃⲉ	1
ⲑⲙⲕⲟⲉⲓ	1
ⲑⲙⲕⲟⲕⲃ	1
ⲅⲉⲗⲃⲟⲩⲉ	1
ⲡⲩⲝⲓⲛⲟⲛ	1
ⲅⲉⲛⲓⲍⲉⲓ	1
ⲃⲁⲅⲁⲇⲓⲏⲗ	1
ⲑⲟⲗⲙⲉⲓ	1
ⲙⲁⲁϫⲉⲛⲧ	1
ⲫⲟⲩⲧⲓⲏⲗ	1
ⲑⲩⲥⲓⲁⲙ	1
ⲥⲁⲣⲟⲩⲥⲓⲙ	1
ⲑⲟⲗⲙⲉⲗⲏⲙ	1
ⲓⲉⲣϩⲧⲏ	1
ⲓⲁⲃⲉⲓⲛ	1
ⲓⲁⲕⲉⲓⲙ	1
ⲓⲁⲙⲉⲓⲛ	1
ⲓⲁⲥⲡⲓⲥ	1
ⲓⲁⲫⲉⲓⲉ	1
ⲓⲉⲃⲁⲁⲗ	1
ⲓⲉⲃⲁⲣⲑ	1
ⲓⲉⲍⲁⲣⲁ	1
ⲙⲛϣⲁϥⲧⲉ	1
ⲓⲉⲣⲉⲩⲥ	1
ⲓⲉⲥⲁⲁⲕ	1
ⲓⲉⲥⲃⲓⲛ	1
ⲓⲉⲥⲟⲩⲗ	1
ⲓⲉⲫⲁⲑⲉ	1
ⲓⲉⲫⲑⲁⲛ	1
ⲣⲉϥϯϩⲟⲧⲉ	1
ⲫⲉⲗⲗⲁⲛⲓⲙ	1
ⲛⲁⲭⲓⲗⲟⲩⲑ	1
ⲓⲏⲗⲟⲩⲛ	1
ⲓⲏⲫⲟⲛⲏ	1
ⲥⲓⲣⲱⲙⲁⲥⲧⲏⲥ	1
ⲧⲇⲓⲕⲁⲓⲟ	1
ⲗⲉⲩⲉⲓⲧⲏⲥ	1
ⲓⲕⲧⲟⲉⲓ	1
ⲅⲁⲣⲁⲍⲉⲓⲛ	1
ⲅⲁⲣⲃⲣⲓⲏⲗ	1
ⲕⲁϩⲙⲙⲱⲁⲃ	1
ⲧⲛⲉⲣⲙϩⲁⲗ	1
ⲛⲉⲫⲉⲣⲓⲥⲥⲁⲓⲟⲥ	1
ⲡⲓⲉⲃⲟⲩⲥⲥⲁⲓⲟⲥ	1
ⲓⲟⲣⲁϩⲥ	1
ⲛⲁⲭⲭⲟⲃⲱⲣ	1
ⲅⲁⲣⲓⲍⲉⲓⲛ	1
ⲁⲧⲁⲉⲓⲟϥⲧ	1
ⲓⲱⲁⲭⲁⲃ	1
ⲓⲱⲁⲭⲁⲥ	1
ⲧⲇⲓⲡⲗⲟⲉⲓⲥ	1
ⲡⲉⲣⲉⲇⲉⲝⲓⲟⲛ	1
ϥⲓϣⲙϣⲏϭⲉ	1
ⲥⲡⲗⲁⲅⲭⲛⲟⲛ	1
ⲟⲩϫⲱⲱⲣⲉⲙⲟⲩⲧⲉ	1
ⲕⲉⲗϫⲧⲁ	1
ⲙⲏⲧⲣⲟⲡⲟⲗⲓⲥ	1
ⲁⲧⲃⲁⲗuntranscribed	1
ⲉⲧⲉⲛϩⲏⲧ	1
ⲕⲁⲑⲁⲣⲓ	1
ⲕⲁⲑⲏⲙⲁ	1
ⲕⲁⲑⲙⲱⲛ	1
ⲕⲁⲓⲡⲉⲣ	1
ⲕⲁⲓⲥⲟⲡ	1
ⲕⲁⲛⲑⲁⲛ	1
ⲕⲁⲛⲟⲃⲉ	1
ⲕⲁⲡⲧⲏⲩ	1
ⲕⲁⲣⲉⲏⲗ	1
ⲕⲁⲣⲓⲍⲉ	1
ⲕⲁⲣⲙⲁⲓ	1
ⲕⲁⲣⲭⲁⲣ	1
ⲕⲁⲣⲱⲙⲉ	1
ⲕⲁⲥⲕⲉⲥ	1
ⲕⲁⲧⲁⲣⲟ	1
ⲕⲁⲧⲉⲡⲁ	1
ⲕⲁⲧⲉⲭⲉ	1
ⲕⲁⲧⲧⲁⲑ	1
ⲕⲁⲩⲥⲱⲛ	1
ⲉⲧⲁⲛⲟⲩϥ	1
ⲉⲧⲁⲧⲉⲧⲛ	1
ⲛⲧⲉⲧⲃⲁⲥⲁⲛ	1
ⲧⲉⲉⲓⲛⲟϭ	1
ⲕⲉⲁⲙⲟⲥ	1
ⲕⲉⲇⲙⲱⲑ	1
ⲕⲉⲇⲣⲱⲛ	1
ⲕⲉⲇⲥⲟⲛ	1
ⲕⲉⲉⲓⲉϩ	1
ⲕⲉⲉⲓⲣⲁ	1
ⲕⲉⲓⲱϩⲉ	1
ⲕⲉⲉⲙⲱⲣ	1
ⲕⲉⲟⲟⲩⲉ	1
ⲕⲉⲣⲥⲏⲁ	1
ⲕⲉⲥⲉⲓⲃ	1
ⲕⲉⲥⲓⲣⲓ	1
ⲕⲉⲧⲡⲏⲓ	1
ⲉⲧⲉⲧⲏⲟⲩ	1
ⲉⲛⲧⲟⲫⲁⲛⲓⲧⲏⲥ	1
ⲉⲧⲉⲱⲣⲏⲃ	1
ⲛⲁⲓⲗⲁⲙⲓⲧⲏⲥ	1
ϫⲟⲉⲓⲥⲱⲱⲃⲉ	1
ⲟⲩϣⲣϣⲣ	1
ⲕⲏⲙⲉϣⲁ	1
ⲟⲩϫⲟⲟⲩ	1
ⲧⲉⲑⲩⲣⲓⲁ	1
ⲧⲉⲓⲉⲧⲣⲉ	1
ⲕⲑⲓⲟⲟⲩ	1
ⲧⲉⲕⲟⲛⲧⲟ	1
ⲧⲉⲕⲯⲩϩⲏ	1
ⲕⲟⲗϩⲟⲩ	1
ⲕⲗⲏⲣⲟⲩ	1
ⲛⲉⲗⲁⲭⲓⲥⲧⲟⲛ	1
ⲕⲙⲟⲛⲅⲧ	1
ⲧⲉⲧⲛϣⲁⲛ	1
ⲕⲧⲉϩⲉⲛ	1
ⲕⲧⲟϥⲛϥ	1
ⲕⲟⲓⲗⲓⲁ	1
ⲕⲟⲗⲓⲁⲑ	1
ⲕⲟⲛⲛⲓⲁ	1
ⲕⲟⲩⲁϣⲧ	1
ⲕⲟⲩⲁⲱⲥ	1
ⲕⲟⲩⲕⲉⲙ	1
ⲕⲟⲩⲗⲱⲙ	1
ⲕⲟⲩⲫⲟⲥ	1
ⲧⲉⲣⲏⲱⲙⲁ	1
ⲧⲉⲣⲩⲑⲣⲁ	1
ⲕⲣⲁⲧⲏⲣ	1
ⲕⲣⲁⲩⲣⲁ	1
ⲕⲣⲓⲕⲟⲥ	1
ⲧⲉⲥⲑⲏⲕⲏ	1
ⲕⲣⲕⲱⲣⲕ	1
ⲕⲣⲟⲙⲣⲛ	1
ⲧⲉⲥⲱⲟⲩϩ	1
ⲧⲉⲧⲛⲁⲁⲧ	1
ⲧⲉⲧⲟⲩⲏϩ	1
ⲉⲧⲥⲁⲃⲏⲩ	1
ⲉⲧⲥⲁⲣⲏⲥ	1
ⲕⲧⲉⲫⲏⲧ	1
ⲙⲁⲅⲁⲗⲁⲁⲣⲓⲙ	1
ⲕⲩⲇⲣⲟⲥ	1
ⲕⲩⲕⲛⲟⲥ	1
ⲭⲁⲃⲁⲥⲉⲓⲛ	1
ⲡⲉⲣⲑⲃⲃⲓⲟ	1
ⲕⲱⲉⲃⲟⲗ	1
ⲫⲟⲓⲛⲓⲕⲟⲩⲛ	1
ⲡⲅⲉⲛⲛⲏⲙⲁ	1
ⲥⲟⲩⲑⲁⲗⲁⲁⲙ	1
ⲣⲉϥⲣⲉⲓⲣⲏⲛⲏ	1
ⲙⲟⲭⲣⲓⲥⲧⲟⲥ	1
ⲡⲣϣϣⲛⲉ	1
ⲃⲁⲙⲱⲑⲓⲁⲣⲓⲙ	1
ⲗⲁⲁⲇⲁⲛ	1
ⲗⲁⲕⲱⲛⲏ	1
ⲗⲁⲗⲱⲱϥ	1
ⲗⲁⲗⲱⲱⲕ	1
ⲗⲁⲙⲉⲓⲥ	1
ⲣⲉϥϫⲓⲛϫⲛⲁϩ	1
ⲗⲁⲩⲕⲟⲥ	1
ⲙⲁⲕⲁⲣⲓzⲉ	1
ⲗⲉⲃⲓⲛⲁ	1
ⲗⲉⲙⲉⲣⲁ	1
ⲙⲁⲕⲉⲇⲙⲱⲑ	1
ⲟⲩⲟⲉⲉⲕⲛⲟⲃⲉ	1
ⲉⲛⲧⲉⲧⲛⲁϣ	1
ⲉⲩⲉⲣⲏⲧⲉ	1
ⲟⲗⲗⲩⲣⲓⲟⲛ	1
ⲗⲏⲥⲧⲏⲥ	1
ⲡⲉⲣⲱⲇⲓⲟⲥ	1
ⲗⲑⲟⲩⲗⲁ	1
ⲗⲓⲃⲉⲙⲁ	1
ⲗⲓⲉⲍⲉⲣ	1
ⲗⲓⲙⲁⲁⲛ	1
ⲗⲓⲥⲟⲩⲥ	1
ⲗⲁⲃⲥϩⲓⲙⲉ	1
ⲗⲛⲁⲑⲁⲛ	1
ⲙⲉⲗⲭⲓⲥⲉⲇⲉⲕ	1
ⲫⲉⲛⲧⲱⲛⲉⲓ	1
ⲗⲟⲃⲉⲛⲁ	1
ⲣⲉϥϫⲓϫⲛⲁϩ	1
ⲣⲉϥϫⲓϫⲛⲓⲧ	1
ⲙⲛⲧⲛⲁϣⲧⲙⲉ	1
ⲗⲡⲓⲅⲓⲝ	1
ⲣⲉϥϣⲟⲡ	1
ⲣⲉϥϩⲱⲗ	1
ⲕⲁⲡⲡⲁⲇⲟⲕⲓⲁ	1
ⲣⲁϩⲁⲁⲙ	1
ⲣⲁϭⲣⲏⲛ	1
ⲣⲟ_ⲛⲧⲟ	1
ⲗⲩⲙⲙⲁ…	1
ⲗⲫⲁⲗⲁⲇ	1
ⲣⲉϥⲁⲗⲉ	1
ⲣⲉϥⲛⲉϫ	1
ⲣⲉϥⲕⲱⲧ	1
ⲣⲉϥⲙⲉⲥ	1
ⲣⲉϥⲡⲉⲥ	1
ⲣⲉϥⲥⲱⲕ	1
ⲙⲱⲣⲁⲑⲓⲧⲏⲥ	1
ϫⲓⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ	1
ⲧⲁϩⲉⲁⲇⲱⲛⲓⲃⲉⲍⲉⲕ	1
ⲙⲁⲁⲗⲉⲁ	1
ⲙⲁⲅⲇⲟⲛ	1
ⲙⲁⲅⲇⲱⲗ	1
ⲙⲁⲅⲉⲇⲱ	1
ⲙⲁⲗⲑⲓⲁ	1
ⲙⲁⲙⲫⲓⲛ	1
ⲙⲁⲛⲁⲁⲙ	1
ⲙⲁⲛⲟⲭⲱ	1
ⲙⲁⲧⲁϩⲉ	1
ⲙⲁⲛⲱⲣϫ	1
ⲙⲁⲣⲁⲭⲱ	1
ⲙⲁⲣⲓⲁⲙ	1
ⲙⲁⲣⲣⲱⲑ	1
ⲙⲁⲧⲁⲓⲉ	1
ⲙⲁⲧⲁⲙⲉ	1
ⲙⲁⲭⲟⲉⲥ	1
ⲙⲃⲗⲗϫⲉ	1
ⲙⲉϩϣⲱⲙⲛⲧ	1
ⲉϣⲟⲩⲉϭⲟⲩⲱϭ	1
ⲧⲟⲩⲇⲓⲟⲟⲣ	1
ⲙⲉⲗⲁⲧⲉ	1
ⲙⲉⲗⲭⲟⲗ	1
ⲙⲉⲣⲓⲧⲉ	1
ⲙⲉⲣⲓⲧⲧ	1
ⲙⲉⲣⲧⲓⲥ	1
ⲙⲉⲥⲑⲏⲧ	1
ⲙⲉⲧⲗⲟⲙ	1
ⲙⲉⲧⲟⲭⲏ	1
ⲧⲟⲩⲉⲓⲛⲛⲉ	1
ⲣⲥϩⲓⲙⲉ	1
ⲧⲉⲧⲛⲁⲛⲕⲟⲧⲕ	1
ⲥⲁⲫⲁⲛⲓⲁⲥ	1
ⲙⲏⲗⲏⲧⲁ	1
ⲙⲏⲟⲉⲓⲕ	1
ⲛⲧϣⲙϣⲉⲛⲟⲩⲧⲉ	1
ⲡⲉⲥⲱⲟⲩⲱⲧ	1
ⲙⲛⲧϣⲁϥ	1
ⲙⲛⲧϣⲛⲁ	1
ⲙⲟⲩ{ϩ}	1
ⲙⲟⲕϩⲉⲛ	1
ⲙⲡⲉϣϫⲉ	1
ⲙⲙⲉⲗⲭⲁ	1
ⲙⲙⲉⲥⲁⲫ	1
ⲙⲙⲉⲧⲣⲉ	1
ⲙⲙⲏⲧⲟⲥ	1
ⲙⲙⲟⲥϫⲉ	1
ⲙⲙⲛⲧⲣⲙ	1
ⲙⲙⲟⲥⲡⲉ	1
ⲥⲁϩϩⲱⲱ	1
ⲙⲛⲁⲫⲉⲕ	1
ⲕⲉⲡⲁⲣϩⲁⲗⲓⲁ	1
ⲙⲛⲉⲇⲱⲙ	1
ⲙⲛⲉⲗⲱⲙ	1
ⲙⲛⲓⲧⲁⲛ	1
ⲙⲛⲟⲟⲧⲉ	1
ⲙⲛⲧⲛⲁϣ	1
ⲙⲛⲧⲟⲩⲥ	1
ⲙⲛⲧⲣⲉⲙ	1
ⲙⲛⲧⲥⲁⲓ	1
ⲙⲛⲧⲯⲓⲥ	1
ⲧⲟⲩⲛⲉⲥⲟⲩ	1
ⲙⲟⲓⲉⲣⲟ	1
ⲙⲉⲕⲟⲩⲉϣϭⲗⲓⲗ	1
ⲙⲟⲗⲟⲭⲏ	1
ⲙⲟⲟⲗⲁⲙ	1
ⲙⲟⲟⲗⲉⲓ	1
ⲙⲟⲟⲩⲧⲉ	1
ⲙⲟⲩⲉⲓⲛ	1
ⲙⲡⲁⲧⲉⲙ	1
ⲙⲡⲉⲙⲛⲧ	1
ⲙⲡⲉⲥⲏⲧ	1
{ⲛ}ⲛⲧⲉⲧ	1
ⲥⲁϩⲱⲱⲧ	1
ⲡⲉⲧⲉⲣⲁⲁⲁ	1
ⲁⲣⲭⲓⲙⲁⲅⲉⲓⲣⲟⲥ	1
